# Truck: GFR-69 · Fleet: GFR · Granularity: Per minute · Range: 2026-05-04T07:00:00.000Z → 2026-05-06T06:59:59.999Z · Rows: 1478 · Generated: 2026-05-06T14:31:03.875Z
Truck Number,Fleet,PowerMon Serial,Timestamp,Voltage 1 (Chassis),Voltage 2 (Sleeper),Current (A),Power (W),SOC (%),Temperature (°F),Energy Remaining (kWh),Charge (Ah),Signal RSSI,Power Status,Parked,Latitude,Longitude
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:55:00.000Z,13.51,12.01,0.27,3.7,100.0,78.0,10.37,20.98,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:56:00.000Z,13.51,12.01,0.26,3.5,100.0,78.0,10.37,20.99,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:57:00.000Z,13.51,12.01,0.29,3.9,100.0,78.0,10.37,20.99,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:58:00.000Z,13.51,12.01,0.23,3.1,100.0,78.0,10.37,21.00,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T22:59:00.000Z,13.51,12.01,0.26,3.5,100.0,78.0,10.37,21.00,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:00:00.000Z,13.51,12.01,0.24,3.3,100.0,78.0,10.37,21.00,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:01:00.000Z,13.52,12.01,0.26,3.5,100.0,78.0,10.37,21.01,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:02:00.000Z,13.52,12.00,0.21,2.9,100.0,78.0,10.37,21.01,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:03:00.000Z,13.52,12.00,0.26,3.5,100.0,78.0,10.37,21.01,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:04:00.000Z,13.52,12.01,0.30,4.1,100.0,78.0,10.37,21.02,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:05:00.000Z,13.51,12.00,0.25,3.4,100.0,78.0,10.37,21.02,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:06:00.000Z,13.51,12.01,0.22,3.0,100.0,78.0,10.37,21.02,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:07:00.000Z,13.51,12.01,0.23,3.1,100.0,78.0,10.37,21.03,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:08:00.000Z,13.51,12.01,0.26,3.6,100.0,78.0,10.37,21.04,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:09:00.000Z,13.51,12.01,0.22,3.0,100.0,78.0,10.37,21.04,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:10:00.000Z,13.51,12.01,0.27,3.6,100.0,78.0,10.37,21.04,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:11:00.000Z,13.51,12.01,0.29,3.9,100.0,78.0,10.37,21.05,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:12:00.000Z,13.51,12.01,0.24,3.2,100.0,78.0,10.37,21.05,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:13:00.000Z,13.51,12.01,0.23,3.2,100.0,78.0,10.37,21.06,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:14:00.000Z,13.51,12.01,0.22,3.0,100.0,78.0,10.37,21.06,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:15:00.000Z,13.51,12.01,0.28,3.8,100.0,78.0,10.37,21.06,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:16:00.000Z,13.51,12.01,0.28,3.8,100.0,78.0,10.37,21.07,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:17:00.000Z,13.51,12.01,0.28,3.8,100.0,78.0,10.37,21.07,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:18:00.000Z,13.51,12.01,0.23,3.1,100.0,78.0,10.37,21.08,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:19:00.000Z,13.51,12.00,0.28,3.8,100.0,78.1,10.37,21.08,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:20:00.000Z,13.51,12.01,0.28,3.8,100.0,78.1,10.37,21.09,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:21:00.000Z,13.51,12.01,0.27,3.7,100.0,78.1,10.37,21.09,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:22:00.000Z,13.51,12.01,0.27,3.6,100.0,78.1,10.37,21.10,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:23:00.000Z,13.51,12.01,0.24,3.3,100.0,78.1,10.37,21.10,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:24:00.000Z,13.51,12.01,0.23,3.1,100.0,78.1,10.37,21.10,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:25:00.000Z,13.51,12.01,0.24,3.3,100.0,78.1,10.37,21.11,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:26:00.000Z,13.51,12.01,0.27,3.7,100.0,78.1,10.37,21.11,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:27:00.000Z,13.51,12.01,0.24,3.3,100.0,78.1,10.37,21.12,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:28:00.000Z,13.51,12.00,0.27,3.7,100.0,78.1,10.37,21.12,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:29:00.000Z,13.51,12.01,0.24,3.2,100.0,78.1,10.37,21.13,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:30:00.000Z,13.51,12.01,0.27,3.7,100.0,78.1,10.37,21.13,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:31:00.000Z,13.51,12.00,0.27,3.7,100.0,78.1,10.37,21.13,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:32:00.000Z,13.51,12.01,0.34,4.5,100.0,78.1,10.37,21.14,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:33:00.000Z,13.51,12.01,0.31,4.2,100.0,78.1,10.37,21.14,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:34:00.000Z,13.51,12.01,0.32,4.4,100.0,78.1,10.37,21.15,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:35:00.000Z,13.51,12.01,0.36,4.9,100.0,78.1,10.37,21.16,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:36:00.000Z,13.50,12.01,0.36,4.8,100.0,78.1,10.37,21.16,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:37:00.000Z,13.50,12.00,0.34,4.6,100.0,78.1,10.37,21.17,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:38:00.000Z,13.50,12.00,0.34,4.6,100.0,78.1,10.37,21.17,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:39:00.000Z,13.50,12.00,0.32,4.4,100.0,78.1,10.37,21.18,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:40:00.000Z,13.50,12.00,0.35,4.8,100.0,78.1,10.37,21.18,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:41:00.000Z,13.50,12.01,0.34,4.6,100.0,78.1,10.37,21.19,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:42:00.000Z,13.50,12.00,0.32,4.3,100.0,78.1,10.37,21.20,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:43:00.000Z,13.50,12.00,0.34,4.6,100.0,78.2,10.37,21.20,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:44:00.000Z,13.50,12.00,0.32,4.3,100.0,78.2,10.37,21.21,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:45:00.000Z,13.50,12.01,0.34,4.5,100.0,78.2,10.37,21.21,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:46:00.000Z,13.50,12.00,0.30,4.0,100.0,78.2,10.37,21.22,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:47:00.000Z,13.49,12.01,0.28,3.7,100.0,78.2,10.37,21.22,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:48:00.000Z,13.49,12.01,0.30,4.0,100.0,78.2,10.37,21.23,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:49:00.000Z,13.49,12.01,0.30,4.1,100.0,78.2,10.37,21.23,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:50:00.000Z,13.49,12.00,0.31,4.1,100.0,78.2,10.37,21.24,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:51:00.000Z,13.49,12.01,0.28,3.7,100.0,78.2,10.37,21.24,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:52:00.000Z,13.49,12.00,0.28,3.8,100.0,78.2,10.37,21.25,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:53:00.000Z,13.49,12.00,0.28,3.8,100.0,78.2,10.37,21.25,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:54:00.000Z,13.49,12.00,0.32,4.4,100.0,78.2,10.37,21.26,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:55:00.000Z,13.49,12.01,0.29,3.9,100.0,78.2,10.37,21.26,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:56:00.000Z,13.49,12.00,0.28,3.8,100.0,78.2,10.37,21.27,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:57:00.000Z,13.49,12.01,0.28,3.7,100.0,78.2,10.37,21.27,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:58:00.000Z,13.49,12.01,0.19,2.5,100.0,78.2,10.37,21.28,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-05T23:59:00.000Z,13.49,12.01,0.17,2.3,100.0,78.2,10.37,21.28,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:07:00.000Z,13.49,12.03,0.20,2.7,100.0,78.4,10.37,21.31,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:08:00.000Z,13.49,12.03,0.19,2.6,100.0,78.4,10.37,21.31,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:09:00.000Z,13.50,12.03,0.23,3.1,100.0,78.4,10.37,21.31,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:10:00.000Z,13.50,12.03,0.19,2.6,100.0,78.4,10.37,21.32,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:11:00.000Z,13.50,12.03,0.25,3.4,100.0,78.3,10.37,21.32,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:12:00.000Z,13.50,12.03,0.20,2.6,100.0,78.3,10.37,21.32,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:13:00.000Z,13.50,12.03,0.20,2.7,100.0,78.3,10.37,21.33,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:14:00.000Z,13.50,12.03,0.26,3.5,100.0,78.3,10.37,21.33,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:21:00.000Z,13.50,12.03,0.31,4.2,100.0,78.3,10.37,21.36,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:25:00.000Z,13.50,12.03,0.22,3.0,100.0,78.3,10.37,21.37,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:26:00.000Z,13.50,12.03,0.24,3.2,100.0,78.3,10.37,21.38,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:27:00.000Z,13.50,12.03,0.25,3.4,100.0,78.3,10.37,21.38,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:28:00.000Z,13.50,12.03,0.23,3.1,100.0,78.3,10.37,21.39,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:29:00.000Z,13.50,12.03,0.22,3.0,100.0,78.3,10.37,21.39,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:30:00.000Z,13.50,12.03,0.27,3.6,100.0,78.3,10.37,21.39,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:36:00.000Z,13.50,12.03,0.38,5.1,100.0,78.3,10.37,21.42,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:40:00.000Z,13.50,12.03,0.21,2.8,100.0,78.3,10.37,21.44,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:41:00.000Z,13.49,12.03,0.31,4.1,100.0,78.3,10.37,21.44,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:42:00.000Z,13.49,12.03,0.26,3.5,100.0,78.3,10.37,21.45,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:43:00.000Z,13.49,12.03,0.30,4.1,100.0,78.3,10.37,21.45,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:44:00.000Z,13.49,12.03,0.28,3.8,100.0,78.3,10.37,21.46,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:45:00.000Z,13.49,12.03,0.28,3.8,100.0,78.3,10.37,21.46,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:46:00.000Z,13.49,12.03,0.30,4.0,100.0,78.3,10.37,21.47,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:47:00.000Z,13.49,12.03,0.25,3.4,100.0,78.3,10.37,21.47,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:48:00.000Z,13.49,12.03,0.31,4.1,100.0,78.3,10.37,21.47,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:49:00.000Z,13.49,12.03,0.25,3.3,100.0,78.3,10.37,21.48,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:50:00.000Z,13.49,12.03,0.23,3.1,100.0,78.3,10.37,21.48,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:51:00.000Z,13.49,12.03,0.24,3.3,100.0,78.3,10.37,21.49,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:52:00.000Z,13.49,12.03,0.24,3.3,100.0,78.3,10.37,21.49,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:53:00.000Z,13.49,12.03,0.23,3.2,100.0,78.3,10.37,21.49,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:54:00.000Z,13.49,12.03,0.22,3.0,100.0,78.3,10.37,21.50,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:55:00.000Z,13.49,12.03,0.26,3.6,100.0,78.3,10.37,21.50,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:56:00.000Z,13.49,12.03,0.23,3.2,100.0,78.3,10.37,21.51,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:57:00.000Z,13.49,12.03,0.24,3.3,100.0,78.4,10.37,21.51,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:58:00.000Z,13.49,12.03,0.29,3.9,100.0,78.3,10.37,21.52,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T00:59:00.000Z,13.49,12.03,0.22,2.9,100.0,78.4,10.37,21.52,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:00:00.000Z,13.49,12.03,0.22,3.0,100.0,78.4,10.37,21.52,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:01:00.000Z,13.49,12.03,0.34,4.6,100.0,78.4,10.37,21.53,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:02:00.000Z,13.49,12.03,0.32,4.3,100.0,78.4,10.37,21.53,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:03:00.000Z,13.49,12.03,0.27,3.6,100.0,78.4,10.37,21.54,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:04:00.000Z,13.49,12.03,0.25,3.3,100.0,78.4,10.37,21.54,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:10:00.000Z,13.49,12.02,0.31,4.2,100.0,78.4,10.37,21.57,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:15:00.000Z,13.49,12.02,0.17,2.3,100.0,78.4,10.37,21.59,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:16:00.000Z,13.49,12.02,0.19,2.6,100.0,78.4,10.37,21.59,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:17:00.000Z,13.49,12.03,0.21,2.8,100.0,78.4,10.37,21.59,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:18:00.000Z,13.49,12.03,0.22,2.9,100.0,78.4,10.37,21.60,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:19:00.000Z,13.49,12.02,0.22,2.9,100.0,78.4,10.37,21.60,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:20:00.000Z,13.49,12.03,0.19,2.5,100.0,78.4,10.37,21.60,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:21:00.000Z,13.49,12.02,0.17,2.3,100.0,78.4,10.37,21.61,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:22:00.000Z,13.50,12.03,0.20,2.6,100.0,78.4,10.37,21.61,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:23:00.000Z,13.50,12.03,0.21,2.8,100.0,78.4,10.37,21.61,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:24:00.000Z,13.50,12.03,0.22,2.9,100.0,78.4,10.37,21.62,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:25:00.000Z,13.50,12.03,0.19,2.6,100.0,78.4,10.37,21.62,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:26:00.000Z,13.50,12.03,0.24,3.2,100.0,78.4,10.37,21.62,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:27:00.000Z,13.50,12.03,0.20,2.7,100.0,78.4,10.37,21.63,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:28:00.000Z,13.50,12.03,0.17,2.2,100.0,78.4,10.37,21.63,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:29:00.000Z,13.50,12.03,0.18,2.4,100.0,78.4,10.37,21.63,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:30:00.000Z,13.50,12.03,0.25,3.4,100.0,78.4,10.37,21.64,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:31:00.000Z,13.50,12.03,0.18,2.4,100.0,78.4,10.37,21.64,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:32:00.000Z,13.50,12.03,0.21,2.9,100.0,78.4,10.37,21.64,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:33:00.000Z,13.50,12.03,0.20,2.7,100.0,78.4,10.37,21.65,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:34:00.000Z,13.50,12.03,0.16,2.2,100.0,78.4,10.37,21.65,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:35:00.000Z,13.50,12.03,0.17,2.3,100.0,78.4,10.37,21.65,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:36:00.000Z,13.50,12.03,0.18,2.5,100.0,78.4,10.37,21.65,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:37:00.000Z,13.50,12.03,0.14,1.8,100.0,78.4,10.37,21.66,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:38:00.000Z,13.50,12.02,0.21,2.8,100.0,78.4,10.37,21.66,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:39:00.000Z,13.50,12.02,0.19,2.6,100.0,78.4,10.37,21.66,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:40:00.000Z,13.50,12.03,0.16,2.1,100.0,78.4,10.37,21.67,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:41:00.000Z,13.50,12.02,0.22,2.9,100.0,78.4,10.37,21.67,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:42:00.000Z,13.50,12.03,0.19,2.5,100.0,78.4,10.37,21.67,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:43:00.000Z,13.50,12.03,0.15,2.0,100.0,78.4,10.37,21.68,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:44:00.000Z,13.50,12.03,0.16,2.2,100.0,78.4,10.37,21.68,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:45:00.000Z,13.50,12.03,0.21,2.8,100.0,78.4,10.37,21.68,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:46:00.000Z,13.51,12.03,0.18,2.4,100.0,78.4,10.37,21.69,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:47:00.000Z,13.51,12.03,0.16,2.2,100.0,78.4,10.37,21.69,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:48:00.000Z,13.51,12.02,0.15,2.0,100.0,78.5,10.37,21.69,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:49:00.000Z,13.51,12.03,0.19,2.5,100.0,78.4,10.37,21.70,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:50:00.000Z,13.51,12.03,0.19,2.6,100.0,78.4,10.37,21.70,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:51:00.000Z,13.51,12.03,0.18,2.4,100.0,78.5,10.37,21.70,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:52:00.000Z,13.51,12.02,0.19,2.6,100.0,78.5,10.37,21.70,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:53:00.000Z,13.51,12.03,0.19,2.6,100.0,78.5,10.37,21.71,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:54:00.000Z,13.51,12.03,0.19,2.5,100.0,78.4,10.37,21.71,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:55:00.000Z,13.51,12.03,0.20,2.6,100.0,78.5,10.37,21.71,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:56:00.000Z,13.51,12.03,0.21,2.8,100.0,78.5,10.37,21.72,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:57:00.000Z,13.51,12.03,0.22,2.9,100.0,78.5,10.37,21.72,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:58:00.000Z,13.51,12.03,0.20,2.7,100.0,78.5,10.37,21.72,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T01:59:00.000Z,13.51,12.02,0.20,2.8,100.0,78.5,10.37,21.73,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:00:00.000Z,13.51,12.03,0.17,2.2,100.0,78.5,10.37,21.73,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:01:00.000Z,13.51,12.03,0.17,2.2,100.0,78.5,10.37,21.73,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:02:00.000Z,13.51,12.02,0.19,2.6,100.0,78.5,10.37,21.74,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:03:00.000Z,13.51,12.03,0.19,2.6,100.0,78.5,10.37,21.74,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:04:00.000Z,13.51,12.03,0.27,3.7,100.0,78.5,10.37,21.74,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:05:00.000Z,13.51,12.02,0.26,3.6,100.0,78.5,10.37,21.75,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:06:00.000Z,13.51,12.03,0.23,3.0,100.0,78.5,10.37,21.75,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:07:00.000Z,13.51,12.02,0.23,3.2,100.0,78.5,10.37,21.76,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:08:00.000Z,13.51,12.03,0.23,3.2,100.0,78.5,10.37,21.76,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:09:00.000Z,13.51,12.03,0.31,4.1,100.0,78.5,10.37,21.77,-32768,OFF,Yes,,
